comment,date,downvotes,gender,location,search,upvotes,user,video,views,cleancomment,sex,sexuality,stem,lemma
The type that’s attends social events with her girl friends then heads out early. Only to make a few calls to hook up with BBC It happens all the time,2018-07-23 23:16:52 UTC,16,"Male, Heterosexual",Western Sahara,Cuckold,621,https://xhamster.com/users/dan38tx,https://xhamster.com/videos/white-wife-in-hotel-fucked-by-bbc-with-hard-orgasm-9218851,301978,The type that s attends social events with her girl friends then heads out early Only to make a few calls to hook up with BBC It happens all the time,Male,Heterosexual,"['type', 'attend', 'social', 'event', 'girl', 'friend', 'head', 'earli', 'make', 'call', 'hook', 'bbc', 'happen', 'time']","['type', 'attends', 'social', 'event', 'girl', 'friend', 'head', 'early', 'make', 'call', 'hook', 'bbc', 'happens', 'time']"
"Her name is Kay Reil, she's some whore from wisconsin, according to WhoreFactory",2018-07-04 09:36:21 UTC,16,"Male, Heterosexual",Netherlands,Cuckold,621,https://xhamster.com/users/dutchfootfetish,https://xhamster.com/videos/white-wife-in-hotel-fucked-by-bbc-with-hard-orgasm-9218851,301978,Her name is Kay Reil she s some whore from wisconsin according to WhoreFactory,Male,Heterosexual,"['name', 'kay', 'reil', 'whore', 'wisconsin', 'accord', 'whorefactori']","['name', 'kay', 'reil', 'whore', 'wisconsin', 'accord', 'whorefactory']"
He hot-stroked that juicy pussy and made her love her evening.,2018-04-22 16:36:03 UTC,16,"Male, Heterosexual",United States,Cuckold,621,https://xhamster.com/users/zyncmaster,https://xhamster.com/videos/white-wife-in-hotel-fucked-by-bbc-with-hard-orgasm-9218851,301978,He hot stroked that juicy pussy and made her love her evening ,Male,Heterosexual,"['hot', 'stroke', 'juici', 'pussi', 'made', 'love', 'even']","['hot', 'stroke', 'juicy', 'pussy', 'make', 'love', 'even']"
She loved it,2018-04-10 06:12:05 UTC,16,"Male, Heterosexual",United Kingdom,Cuckold,621,https://xhamster.com/users/skylock,https://xhamster.com/videos/white-wife-in-hotel-fucked-by-bbc-with-hard-orgasm-9218851,301978,She loved it,Male,Heterosexual,['love'],['love']
Beautiful. I love it.,2018-03-31 05:40:42 UTC,16,"Male and female couple, Heterosexual",United States,Cuckold,621,https://xhamster.com/users/festus1,https://xhamster.com/videos/white-wife-in-hotel-fucked-by-bbc-with-hard-orgasm-9218851,301978,Beautiful I love it ,Male and female couple,Heterosexual,"['beauti', 'love']","['beautiful', 'love']"
Is there more??,2018-03-26 13:45:30 UTC,16,"Male, Heterosexual",United States,Cuckold,621,https://xhamster.com/users/innstadt,https://xhamster.com/videos/white-wife-in-hotel-fucked-by-bbc-with-hard-orgasm-9218851,301978,Is there more ,Male,Heterosexual,[],[]
"Fuck, that really is her, look at her real estate page now.  So hot for some reason.  ",2018-03-24 17:21:08 UTC,16,"Male, Heterosexual",United States,Cuckold,621,https://xhamster.com/users/memphisman45,https://xhamster.com/videos/white-wife-in-hotel-fucked-by-bbc-with-hard-orgasm-9218851,301978,Fuck that really is her look at her real estate page now So hot for some reason ,Male,Heterosexual,"['fuck', 'realli', 'look', 'real', 'estat', 'page', 'hot', 'reason']","['fuck', 'really', 'look', 'real', 'estate', 'page', 'hot', 'reason']"
hot,2018-03-24 13:16:53 UTC,16,"Female, Heterosexual",Germany,Cuckold,621,https://xhamster.com/users/ballenxx,https://xhamster.com/videos/white-wife-in-hotel-fucked-by-bbc-with-hard-orgasm-9218851,301978,hot,Female,Heterosexual,['hot'],['hot']
Please don't call out God,2018-03-24 11:04:06 UTC,16,"Male, Heterosexual",,Cuckold,621,https://xhamster.com/users/nocjustcream,https://xhamster.com/videos/white-wife-in-hotel-fucked-by-bbc-with-hard-orgasm-9218851,301978,Please don t call out God,Male,Heterosexual,"['pleas', 'call', 'god']","['please', 'call', 'god']"
Yes this wife sure is Hot,2016-10-23 03:54:34 UTC,4,"Female, Heterosexual",United States,Cuckold,28,https://xhamster.com/users/ram6955,https://xhamster.com/videos/my-wife-is-she-hot-2948267,22288,Yes this wife sure is Hot,Female,Heterosexual,"['ye', 'wife', 'sure', 'hot']","['yes', 'wife', 'sure', 'hot']"
"Looks like you recorded a Mexican hooker in your hotel room, sir.",2014-04-19 06:22:19 UTC,4,"Male, Heterosexual",United States,Cuckold,28,https://xhamster.com/users/zahkmid,https://xhamster.com/videos/my-wife-is-she-hot-2948267,22288,Looks like you recorded a Mexican hooker in your hotel room sir ,Male,Heterosexual,"['look', 'like', 'record', 'mexican', 'hooker', 'hotel', 'room', 'sir']","['look', 'like', 'record', 'mexican', 'hooker', 'hotel', 'room', 'sir']"
"..she is CERTAINLY hot enough for me to stick my tongue in her pretty ass and eat it ALL DAY!
Thx 4 sharing",2014-04-17 10:53:28 UTC,4,"Male, Heterosexual",United States,Cuckold,28,https://xhamster.com/users/wan2play_i8u,https://xhamster.com/videos/my-wife-is-she-hot-2948267,22288, she is CERTAINLY hot enough for me to stick my tongue in her pretty ass and eat it ALL DAY Thx sharing,Male,Heterosexual,"['certainli', 'hot', 'enough', 'stick', 'tongu', 'pretti', 'ass', 'eat', 'day', 'thx', 'share']","['certainly', 'hot', 'enough', 'stick', 'tongue', 'pretty', 'as', 'eat', 'day', 'thx', 'share']"
Thanks Fellas. I love take cam when she's dancing and make the upload of the video.,2014-04-17 02:20:36 UTC,4,"Male, Heterosexual",American Samoa,Cuckold,28,https://xhamster.com/users/moderador20,https://xhamster.com/videos/my-wife-is-she-hot-2948267,22288,Thanks Fellas I love take cam when she s dancing and make the upload of the video ,Male,Heterosexual,"['thank', 'fella', 'love', 'take', 'cam', 'danc', 'make', 'upload', 'video']","['thanks', 'fella', 'love', 'take', 'cam', 'dance', 'make', 'upload', 'video']"
"Yeah, she's fucking hot. I'd realy like to fuck her.",2014-04-16 21:54:26 UTC,4,"Male, Heterosexual",Germany,Cuckold,28,https://xhamster.com/users/seltzer,https://xhamster.com/videos/my-wife-is-she-hot-2948267,22288,Yeah she s fucking hot I d realy like to fuck her ,Male,Heterosexual,"['yeah', 'fuck', 'hot', 'reali', 'like', 'fuck']","['yeah', 'fuck', 'hot', 'realy', 'like', 'fuck']"
I'd like to fuck her,2014-04-16 21:41:24 UTC,4,"Male, Heterosexual",Canada,Cuckold,28,https://xhamster.com/users/sukme247,https://xhamster.com/videos/my-wife-is-she-hot-2948267,22288,I d like to fuck her,Male,Heterosexual,"['like', 'fuck']","['like', 'fuck']"
fuck yes she's hot,2014-04-16 17:16:58 UTC,4,"Male and female couple, Heterosexual",United States,Cuckold,28,https://xhamster.com/users/nudefloridacpl,https://xhamster.com/videos/my-wife-is-she-hot-2948267,22288,fuck yes she s hot,Male and female couple,Heterosexual,"['fuck', 'ye', 'hot']","['fuck', 'yes', 'hot']"
give her to another man.like a real bull,2014-04-16 17:08:19 UTC,4,"Male and female couple, Heterosexual",United States,Cuckold,28,https://xhamster.com/users/marvinvince,https://xhamster.com/videos/my-wife-is-she-hot-2948267,22288,give her to another man like a real bull,Male and female couple,Heterosexual,"['give', 'anoth', 'man', 'like', 'real', 'bull']","['give', 'another', 'man', 'like', 'real', 'bull']"
of course bro,2014-04-16 17:07:50 UTC,4,"Male and female couple, Heterosexual",United States,Cuckold,28,https://xhamster.com/users/marvinvince,https://xhamster.com/videos/my-wife-is-she-hot-2948267,22288,of course bro,Male and female couple,Heterosexual,"['cours', 'bro']","['course', 'bro']"
i came back for the fucking that happens at 3:53! yum!,2019-09-29 15:27:15 UTC,21,"Male, Heterosexual",United States,Cuckold,261,https://xhamster.com/users/urfrendwithbenefits,https://xhamster.com/videos/cuckold-und-wifesharing-fantasie-6333778,137447,i came back for the fucking that happens at : yum ,Male,Heterosexual,"['came', 'back', 'fuck', 'happen', ':', 'yum']","['come', 'back', 'fuck', 'happens', ':', 'yum']"
my dream to share wife with an old guy and a young man and dp cunt with their cock next to mine cumming in her,2019-05-24 06:02:57 UTC,21,"Male, Heterosexual",Australia,Cuckold,261,https://xhamster.com/users/lovenylonstockin,https://xhamster.com/videos/cuckold-und-wifesharing-fantasie-6333778,137447,my dream to share wife with an old guy and a young man and dp cunt with their cock next to mine cumming in her,Male,Heterosexual,"['dream', 'share', 'wife', 'old', 'guy', 'young', 'man', 'dp', 'cunt', 'cock', 'next', 'mine', 'cum']","['dream', 'share', 'wife', 'old', 'guy', 'young', 'man', 'dp', 'cunt', 'cock', 'next', 'mine', 'cumming']"
postage stamp theater presents...,2019-01-01 16:45:36 UTC,21,"Male, Heterosexual",United States,Cuckold,261,https://xhamster.com/users/caralhovoador,https://xhamster.com/videos/cuckold-und-wifesharing-fantasie-6333778,137447,postage stamp theater presents ,Male,Heterosexual,"['postag', 'stamp', 'theater', 'present']","['postage', 'stamp', 'theater', 'present']"
wow! that last scene... fuck! when the camerawoman gets involved!,2018-11-29 09:27:47 UTC,21,"Male, Heterosexual",United States,Cuckold,261,https://xhamster.com/users/urfrendwithbenefits,https://xhamster.com/videos/cuckold-und-wifesharing-fantasie-6333778,137447,wow that last scene fuck when the camerawoman gets involved ,Male,Heterosexual,"['wow', 'last', 'scene', 'fuck', 'camerawoman', 'get', 'involv']","['wow', 'last', 'scene', 'fuck', 'camerawoman', 'get', 'involve']"
Why is everything sideways?,2018-11-24 06:42:57 UTC,21,"Male and female couple, Heteroflexible",United States,Cuckold,261,https://xhamster.com/users/happydz,https://xhamster.com/videos/cuckold-und-wifesharing-fantasie-6333778,137447,Why is everything sideways ,Male and female couple,Heteroflexible,"['everyth', 'sideway']","['everything', 'sideways']"
Waaaw very hot,2018-06-29 00:11:29 UTC,21,"Male, Heterosexual",Germany,Cuckold,261,https://xhamster.com/users/carlozz2,https://xhamster.com/videos/cuckold-und-wifesharing-fantasie-6333778,137447,Waaaw very hot,Male,Heterosexual,"['waaaw', 'hot']","['waaaw', 'hot']"
Waaaw very hot,2018-02-12 00:44:13 UTC,21,"Male, Heterosexual",Germany,Cuckold,261,https://xhamster.com/users/e1ffelyett1,https://xhamster.com/videos/cuckold-und-wifesharing-fantasie-6333778,137447,Waaaw very hot,Male,Heterosexual,"['waaaw', 'hot']","['waaaw', 'hot']"
absolutely stunning,2018-01-25 15:56:05 UTC,21,"Male, Heterosexual",Germany,Cuckold,261,https://xhamster.com/users/fairline36,https://xhamster.com/videos/cuckold-und-wifesharing-fantasie-6333778,137447,absolutely stunning,Male,Heterosexual,"['absolut', 'stun']","['absolutely', 'stun']"
"Nasse Fotze,,saugeil,wie der sie durchfickt",2018-01-01 20:40:14 UTC,21,"Female, Heterosexual",Germany,Cuckold,261,https://xhamster.com/users/majola13,https://xhamster.com/videos/cuckold-und-wifesharing-fantasie-6333778,137447,Nasse Fotze saugeil wie der sie durchfickt,Female,Heterosexual,"['nass', 'fotz', 'saugeil', 'wie', 'der', 'sie', 'durchfickt']","['nasse', 'fotze', 'saugeil', 'wie', 'der', 'sie', 'durchfickt']"
perfect xx,2017-03-21 18:54:21 UTC,21,"Transgender MtF, Heterosexual",,Cuckold,261,https://xhamster.com/users/yakitty,https://xhamster.com/videos/cuckold-und-wifesharing-fantasie-6333778,137447,perfect xx,Transgender MtF,Heterosexual,"['perfect', 'xx']","['perfect', 'xx']"
Geil,2017-03-20 04:41:17 UTC,21,"Male and female couple, Heterosexual",Germany,Cuckold,261,https://xhamster.com/users/nice62,https://xhamster.com/videos/cuckold-und-wifesharing-fantasie-6333778,137447,Geil,Male and female couple,Heterosexual,['geil'],['geil']
hot mmm,2016-11-21 17:22:57 UTC,21,"Male, Heterosexual",Tunisia,Cuckold,261,https://xhamster.com/users/ramirolove,https://xhamster.com/videos/cuckold-und-wifesharing-fantasie-6333778,137447,hot mmm,Male,Heterosexual,"['hot', 'mmm']","['hot', 'mmm']"
HOCHU JENITSYA S TAKAYA JENA,2016-11-13 01:13:57 UTC,21,"Male, Heterosexual",Turkey,Cuckold,261,https://xhamster.com/users/maldana,https://xhamster.com/videos/cuckold-und-wifesharing-fantasie-6333778,137447,HOCHU JENITSYA S TAKAYA JENA,Male,Heterosexual,"['hochu', 'jenitsya', 'takaya', 'jena']","['hochu', 'jenitsya', 'takaya', 'jena']"
люблю такие фильмы,2016-08-23 11:28:04 UTC,21,"Male, Heterosexual",Ukraine,Cuckold,261,https://xhamster.com/users/provizor86,https://xhamster.com/videos/cuckold-und-wifesharing-fantasie-6333778,137447, ,Male,Heterosexual,[],[]
hell yes!!!,2016-07-25 22:24:48 UTC,21,"Male, Heterosexual",United States,Cuckold,261,https://xhamster.com/users/bustinu,https://xhamster.com/videos/cuckold-und-wifesharing-fantasie-6333778,137447,hell yes ,Male,Heterosexual,"['hell', 'ye']","['hell', 'yes']"
great!!,2016-07-24 00:37:31 UTC,21,"Male, Heterosexual",Spain,Cuckold,261,https://xhamster.com/users/pilums,https://xhamster.com/videos/cuckold-und-wifesharing-fantasie-6333778,137447,great ,Male,Heterosexual,['great'],['great']
Great comp!,2016-07-22 03:50:50 UTC,21,"Male, Bisexual",United States,Cuckold,261,https://xhamster.com/users/thickdickrick,https://xhamster.com/videos/cuckold-und-wifesharing-fantasie-6333778,137447,Great comp ,Male,Bisexual,"['great', 'comp']","['great', 'comp']"
Done well with Husbands help !,2016-07-21 10:10:53 UTC,21,"Male, Heterosexual",United States,Cuckold,261,https://xhamster.com/users/stlrsfan,https://xhamster.com/videos/cuckold-und-wifesharing-fantasie-6333778,137447,Done well with Husbands help ,Male,Heterosexual,"['done', 'well', 'husband', 'help']","['do', 'well', 'husband', 'help']"
fantastico,2016-07-21 09:01:38 UTC,21,"Male, Heterosexual",,Cuckold,261,https://xhamster.com/users/capata,https://xhamster.com/videos/cuckold-und-wifesharing-fantasie-6333778,137447,fantastico,Male,Heterosexual,['fantastico'],['fantastico']
Creampied,2016-07-21 04:43:38 UTC,21,"Male, Heterosexual",United States,Cuckold,261,https://xhamster.com/users/fredlake,https://xhamster.com/videos/cuckold-und-wifesharing-fantasie-6333778,137447,Creampied,Male,Heterosexual,['creampi'],['creampied']
What a lucky guy to have someone who loves him enough to want to fuck him like that.,2019-12-10 21:19:27 UTC,4,"Male, Heterosexual",United States,Cuckold,145,https://xhamster.com/users/littlemaninvt,https://xhamster.com/videos/caged-cuck-husband-takes-his-daily-strapon-12173986,21854,What a lucky guy to have someone who loves him enough to want to fuck him like that ,Male,Heterosexual,"['lucki', 'guy', 'someon', 'love', 'enough', 'want', 'fuck', 'like']","['lucky', 'guy', 'someone', 'love', 'enough', 'want', 'fuck', 'like']"
"Mmmmm, a very practical chair and an uncompromising woman.",2019-11-03 14:58:11 UTC,4,"Male, Heterosexual",Spain,Cuckold,145,https://xhamster.com/users/lor99,https://xhamster.com/videos/caged-cuck-husband-takes-his-daily-strapon-12173986,21854,Mmmmm a very practical chair and an uncompromising woman ,Male,Heterosexual,"['mmmmm', 'practic', 'chair', 'uncompromis', 'woman']","['mmmmm', 'practical', 'chair', 'uncompromising', 'woman']"
I would like madame to take care of me like that,2019-08-22 17:04:05 UTC,4,"Male, Bisexual",France,Cuckold,145,https://xhamster.com/users/berrard,https://xhamster.com/videos/caged-cuck-husband-takes-his-daily-strapon-12173986,21854,I would like madame to take care of me like that,Male,Bisexual,"['would', 'like', 'madam', 'take', 'care', 'like']","['would', 'like', 'madame', 'take', 'care', 'like']"
Super hot watching you pound his ass. The shot of your cock at the end is terrific.,2019-08-09 09:08:11 UTC,4,"Male, Heterosexual",United States,Cuckold,145,https://xhamster.com/users/suzedreamer,https://xhamster.com/videos/caged-cuck-husband-takes-his-daily-strapon-12173986,21854,Super hot watching you pound his ass The shot of your cock at the end is terrific ,Male,Heterosexual,"['super', 'hot', 'watch', 'pound', 'ass', 'shot', 'cock', 'end', 'terrif']","['super', 'hot', 'watch', 'pound', 'as', 'shot', 'cock', 'end', 'terrific']"
Yummy fuck,2019-08-08 20:19:34 UTC,4,"Male, Pansexual",,Cuckold,145,https://xhamster.com/users/2566ben,https://xhamster.com/videos/caged-cuck-husband-takes-his-daily-strapon-12173986,21854,Yummy fuck,Male,Pansexual,"['yummi', 'fuck']","['yummy', 'fuck']"
O you are so hot  its turnig me on mmmm,2019-08-08 19:36:31 UTC,4,"Male, Heterosexual",Netherlands,Cuckold,145,https://xhamster.com/users/cornele,https://xhamster.com/videos/caged-cuck-husband-takes-his-daily-strapon-12173986,21854,O you are so hot its turnig me on mmmm,Male,Heterosexual,"['hot', 'turnig', 'mmmm']","['hot', 'turnig', 'mmmm']"
hot,2019-08-08 17:57:05 UTC,4,"Male, Heterosexual",France,Cuckold,145,https://xhamster.com/users/tonydiaz,https://xhamster.com/videos/caged-cuck-husband-takes-his-daily-strapon-12173986,21854,hot,Male,Heterosexual,['hot'],['hot']
Always a great video.. tks. ,2019-08-08 16:45:24 UTC,4,"Male and female couple, Heterosexual",,Cuckold,145,https://xhamster.com/users/escouple,https://xhamster.com/videos/caged-cuck-husband-takes-his-daily-strapon-12173986,21854,Always a great video tks ,Male and female couple,Heterosexual,"['alway', 'great', 'video', 'tk']","['always', 'great', 'video', 'tks']"
ооооо да!!!!,2019-08-08 13:39:14 UTC,4,"Male and female couple, Bisexual",Ukraine,Cuckold,145,https://xhamster.com/users/svsexsv,https://xhamster.com/videos/caged-cuck-husband-takes-his-daily-strapon-12173986,21854, ,Male and female couple,Bisexual,[],[]
"So fucking hot, love it!",2019-08-08 12:47:30 UTC,4,"Male, Heterosexual",United States,Cuckold,145,https://xhamster.com/users/meatballman33,https://xhamster.com/videos/caged-cuck-husband-takes-his-daily-strapon-12173986,21854,So fucking hot love it ,Male,Heterosexual,"['fuck', 'hot', 'love']","['fuck', 'hot', 'love']"
Happy man i want take his place,2019-08-08 12:16:25 UTC,4,"Transgender MtF, Bisexual",France,Cuckold,145,https://xhamster.com/users/babettevar,https://xhamster.com/videos/caged-cuck-husband-takes-his-daily-strapon-12173986,21854,Happy man i want take his place,Transgender MtF,Bisexual,"['happi', 'man', 'want', 'take', 'place']","['happy', 'man', 'want', 'take', 'place']"
Great body on this milf,2019-12-07 16:14:49 UTC,18,"Male, Heterosexual",Denmark,VR,874,https://xhamster.com/users/golfen4490,https://xhamster.com/videos/50-beauty-milf-vrs-young-boner-12402478,322397,Great body on this milf,Male,Heterosexual,"['great', 'bodi', 'milf']","['great', 'body', 'milf']"
OMG!  Fantastic sex!,2019-12-04 20:52:25 UTC,18,"Male, Heteroflexible",United States,VR,874,https://xhamster.com/users/ginnluv,https://xhamster.com/videos/50-beauty-milf-vrs-young-boner-12402478,322397,OMG Fantastic sex ,Male,Heteroflexible,"['omg', 'fantast', 'sex']","['omg', 'fantastic', 'sex']"
"Whooo! Good vid, sexy woman, great ass-fucking!",2019-11-17 17:03:10 UTC,18,"Male, Heterosexual",United Kingdom,VR,874,https://xhamster.com/users/dunkirk75,https://xhamster.com/videos/50-beauty-milf-vrs-young-boner-12402478,322397,Whooo Good vid sexy woman great ass fucking ,Male,Heterosexual,"['whooo', 'good', 'vid', 'sexi', 'woman', 'great', 'ass', 'fuck']","['whooo', 'good', 'vid', 'sexy', 'woman', 'great', 'as', 'fuck']"
She has a stunning figure,2019-10-18 04:27:58 UTC,18,"Male, Heterosexual",United Kingdom,VR,874,https://xhamster.com/users/fivedenier,https://xhamster.com/videos/50-beauty-milf-vrs-young-boner-12402478,322397,She has a stunning figure,Male,Heterosexual,"['stun', 'figur']","['stun', 'figure']"
She is sexy,2019-10-15 19:48:12 UTC,18,"Male, Heterosexual",France,VR,874,https://xhamster.com/users/princekimi,https://xhamster.com/videos/50-beauty-milf-vrs-young-boner-12402478,322397,She is sexy,Male,Heterosexual,['sexi'],['sexy']
fuck off another fucking useless piece of shit whose all over the fucking place with the camera!!!,2019-10-14 01:53:42 UTC,18,"Male, Heterosexual",Canada,VR,874,https://xhamster.com/users/desade1,https://xhamster.com/videos/50-beauty-milf-vrs-young-boner-12402478,322397,fuck off another fucking useless piece of shit whose all over the fucking place with the camera ,Male,Heterosexual,"['fuck', 'anoth', 'fuck', 'useless', 'piec', 'shit', 'whose', 'fuck', 'place', 'camera']","['fuck', 'another', 'fuck', 'useless', 'piece', 'shit', 'whose', 'fuck', 'place', 'camera']"
"She is so fucking fine, what a sexy woman",2019-09-28 09:51:30 UTC,18,"Male, Heterosexual",United States,VR,874,https://xhamster.com/users/slickwillie7777,https://xhamster.com/videos/50-beauty-milf-vrs-young-boner-12402478,322397,She is so fucking fine what a sexy woman,Male,Heterosexual,"['fuck', 'fine', 'sexi', 'woman']","['fuck', 'fine', 'sexy', 'woman']"
igy engem is ébreszthetne,2019-09-24 14:38:35 UTC,18,"Male, Heterosexual",Hungary,VR,874,https://xhamster.com/users/tomaszz,https://xhamster.com/videos/50-beauty-milf-vrs-young-boner-12402478,322397,igy engem is breszthetne,Male,Heterosexual,"['igi', 'engem', 'breszthetn']","['igy', 'engem', 'breszthetne']"
she needs 5 more blacks perfect milf,2019-09-22 00:13:19 UTC,18,"Male, Heterosexual",United States,VR,874,https://xhamster.com/users/olderhusband,https://xhamster.com/videos/50-beauty-milf-vrs-young-boner-12402478,322397,she needs more blacks perfect milf,Male,Heterosexual,"['need', 'black', 'perfect', 'milf']","['need', 'black', 'perfect', 'milf']"
Fake moaning. Bring on the homemade amateur porn.,2019-09-21 19:58:07 UTC,18,"Male, Heterosexual",United States,VR,874,https://xhamster.com/users/gr8fuck,https://xhamster.com/videos/50-beauty-milf-vrs-young-boner-12402478,322397,Fake moaning Bring on the homemade amateur porn ,Male,Heterosexual,"['fake', 'moan', 'bring', 'homemad', 'amateur', 'porn']","['fake', 'moan', 'bring', 'homemade', 'amateur', 'porn']"
"""Young boner""?!",2019-09-21 00:11:43 UTC,18,"Male, Heterosexual",United Kingdom,VR,874,https://xhamster.com/users/teddy_bass,https://xhamster.com/videos/50-beauty-milf-vrs-young-boner-12402478,322397, Young boner ,Male,Heterosexual,"['young', 'boner']","['young', 'boner']"
Lannie one of the best lovely body lovely cunt nice tits love to have a session with her,2019-09-19 19:38:52 UTC,18,"Male, Heterosexual",United Kingdom,VR,874,https://xhamster.com/users/jvf1,https://xhamster.com/videos/50-beauty-milf-vrs-young-boner-12402478,322397,Lannie one of the best lovely body lovely cunt nice tits love to have a session with her,Male,Heterosexual,"['lanni', 'one', 'best', 'love', 'bodi', 'love', 'cunt', 'nice', 'tit', 'love', 'session']","['lannie', 'one', 'best', 'lovely', 'body', 'lovely', 'cunt', 'nice', 'tit', 'love', 'session']"
hot....,2019-09-18 21:13:38 UTC,18,"Male, Heterosexual",Czech Republic,VR,874,https://xhamster.com/users/voarmy,https://xhamster.com/videos/50-beauty-milf-vrs-young-boner-12402478,322397,hot ,Male,Heterosexual,['hot'],['hot']
wives suck a dick so good.,2019-09-18 18:59:31 UTC,18,"Male, Heterosexual",United States,VR,874,https://xhamster.com/users/fpr1948,https://xhamster.com/videos/50-beauty-milf-vrs-young-boner-12402478,322397,wives suck a dick so good ,Male,Heterosexual,"['wive', 'suck', 'dick', 'good']","['wife', 'suck', 'dick', 'good']"
very hot,2019-09-16 19:12:12 UTC,18,"Male, Heterosexual",United States,VR,874,https://xhamster.com/users/scout1983,https://xhamster.com/videos/50-beauty-milf-vrs-young-boner-12402478,322397,very hot,Male,Heterosexual,['hot'],['hot']
"so HOT .... reminds me of KOS stopping by her ""friends"" apartment !!!",2019-09-16 16:15:17 UTC,18,"Male, Heterosexual",United States,VR,874,https://xhamster.com/users/wh7in,https://xhamster.com/videos/50-beauty-milf-vrs-young-boner-12402478,322397,so HOT reminds me of KOS stopping by her friends apartment ,Male,Heterosexual,"['hot', 'remind', 'ko', 'stop', 'friend', 'apart']","['hot', 'reminds', 'ko', 'stop', 'friend', 'apartment']"
She is so fucking sexy!,2019-09-16 08:12:24 UTC,18,"Male, Bisexual",United States,VR,874,https://xhamster.com/users/dawg1965,https://xhamster.com/videos/50-beauty-milf-vrs-young-boner-12402478,322397,She is so fucking sexy ,Male,Bisexual,"['fuck', 'sexi']","['fuck', 'sexy']"
"look for a beautiful mature like her in ct, ny area.",2019-09-15 03:24:31 UTC,18,"Male, Heterosexual",United States,VR,874,https://xhamster.com/users/xham_blacksex,https://xhamster.com/videos/50-beauty-milf-vrs-young-boner-12402478,322397,look for a beautiful mature like her in ct ny area ,Male,Heterosexual,"['look', 'beauti', 'matur', 'like', 'ct', 'ny', 'area']","['look', 'beautiful', 'mature', 'like', 'ct', 'ny', 'area']"
My first lover was a 50+ MILF (high school nurse) when I was an 18 year old senior.,2019-09-15 02:29:13 UTC,18,"Male, Heterosexual",United States,VR,874,https://xhamster.com/users/johnw28,https://xhamster.com/videos/50-beauty-milf-vrs-young-boner-12402478,322397,My first lover was a MILF high school nurse when I was an year old senior ,Male,Heterosexual,"['first', 'lover', 'milf', 'high', 'school', 'nurs', 'year', 'old', 'senior']","['first', 'lover', 'milf', 'high', 'school', 'nurse', 'year', 'old', 'senior']"
Well done granny!!,2019-09-15 02:18:31 UTC,18,"Male, Heterosexual",United States,VR,874,https://xhamster.com/users/hammer140,https://xhamster.com/videos/50-beauty-milf-vrs-young-boner-12402478,322397,Well done granny ,Male,Heterosexual,"['well', 'done', 'granni']","['well', 'do', 'granny']"
She is gorgeous!,2019-09-15 00:00:26 UTC,18,"Male, Heterosexual",Turkey,VR,874,https://xhamster.com/users/ares089,https://xhamster.com/videos/50-beauty-milf-vrs-young-boner-12402478,322397,She is gorgeous ,Male,Heterosexual,['gorgeou'],['gorgeous']
Amazing. Who is she and where can I find more videos?,2019-09-14 23:58:20 UTC,18,"Male, Heterosexual",United States,VR,874,https://xhamster.com/users/majinshenron,https://xhamster.com/videos/50-beauty-milf-vrs-young-boner-12402478,322397,Amazing Who is she and where can I find more videos ,Male,Heterosexual,"['amaz', 'find', 'video']","['amaze', 'find', 'video']"
stunning lady,2019-09-14 22:05:06 UTC,18,"Male, Heterosexual",United Kingdom,VR,874,https://xhamster.com/users/bucs95,https://xhamster.com/videos/50-beauty-milf-vrs-young-boner-12402478,322397,stunning lady,Male,Heterosexual,"['stun', 'ladi']","['stun', 'lady']"
Sie hat fantastische Titten,2019-08-19 11:20:06 UTC,8,"Male, Heterosexual",Germany,VR,663,https://xhamster.com/users/hauptstadtmann,https://xhamster.com/videos/kelly-madison-sexual-chemistry-7514557,402377,Sie hat fantastische Titten,Male,Heterosexual,"['sie', 'hat', 'fantastisch', 'titten']","['sie', 'hat', 'fantastische', 'titten']"
 i love  in pantyhose,2019-06-05 14:20:12 UTC,8,"Male, Heterosexual",France,VR,663,https://xhamster.com/users/losson,https://xhamster.com/videos/kelly-madison-sexual-chemistry-7514557,402377, i love in pantyhose,Male,Heterosexual,"['love', 'pantyhos']","['love', 'pantyhose']"
Awesome MILF!,2018-12-11 14:10:14 UTC,8,"Male, Heterosexual",United States,VR,663,https://xhamster.com/users/bceazy,https://xhamster.com/videos/kelly-madison-sexual-chemistry-7514557,402377,Awesome MILF ,Male,Heterosexual,"['awesom', 'milf']","['awesome', 'milf']"
"die würd ich glatt auch ficken, geile Stute",2018-08-03 07:40:05 UTC,8,"Male, Heterosexual",Switzerland,VR,663,https://xhamster.com/users/hotplayer59,https://xhamster.com/videos/kelly-madison-sexual-chemistry-7514557,402377,die w rd ich glatt auch ficken geile Stute,Male,Heterosexual,"['die', 'w', 'rd', 'ich', 'glatt', 'auch', 'ficken', 'geil', 'stute']","['die', 'w', 'rd', 'ich', 'glatt', 'auch', 'ficken', 'geile', 'stute']"
oh great greeting Christian,2018-01-25 15:43:34 UTC,8,"Male, Heterosexual",Germany,VR,663,https://xhamster.com/users/fairline36,https://xhamster.com/videos/kelly-madison-sexual-chemistry-7514557,402377,oh great greeting Christian,Male,Heterosexual,"['oh', 'great', 'greet', 'christian']","['oh', 'great', 'greet', 'christian']"
